,goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
5204,1,Las Vegas,NV,36.157276,-115.115242,4.5,11,13,True,beer_and_wine,quiet,casual,1.0,False,False,,False,,
5927,1,Laveen,AZ,33.3796565,-112.1690817,2.5,28,15,True,none,,casual,1.0,False,True,,False,,
17891,1,Scottsdale,AZ,33.6297922,-111.8875246,3.5,62,133,True,none,average,casual,1.0,False,False,,True,True,
9661,0,Las Vegas,NV,36.0421766,-115.2248443,2.0,4,30,True,none,,,2.0,,,,,,
6511,1,Montreal,QC,45.4993333,-73.5778004,4.5,8,17,True,full_bar,average,casual,3.0,False,True,,False,False,
1410,1,Mesa,AZ,33.3848771,-111.6881689,1.5,5,5,False,full_bar,,casual,2.0,,True,,True,,
18867,1,Fitchburg,WI,43.0168097,-89.4230674,2.5,19,164,True,none,average,casual,1.0,False,True,,True,True,
5137,0,Montral,QC,45.5269334,-73.5981604,4.0,10,13,True,none,quiet,casual,2.0,False,False,,True,False,
9091,1,Tempe,AZ,33.40829585,-111.9171196,4.0,23,28,True,none,average,casual,2.0,False,True,,True,True,
9777,1,Edinburgh,EDH,55.9505862,-3.1864562,3.5,6,31,True,full_bar,very_loud,,2.0,,,no,False,,
6421,1,Glendale,AZ,33.5676866,-112.1522281,4.0,4,17,True,none,,casual,1.0,False,False,,False,,
3787,1,Phoenix,AZ,33.4794961,-112.0469586,2.5,7,10,True,none,loud,casual,1.0,False,False,,False,True,
11140,1,Scottsdale,AZ,33.5013117,-111.9229643,2.5,29,39,False,full_bar,very_loud,,2.0,,,outdoor,True,,
12749,0,Scottsdale,AZ,33.5013596,-111.8210866,4.0,16,51,True,none,,,1.0,,,,,,
10542,0,Glendale,AZ,33.65457911,-112.1886589,4.5,11,35,True,none,,,1.0,,,,,,
15771,0,Pittsburgh,PA,40.464398,-79.966333,3.0,66,88,False,none,quiet,casual,2.0,False,,,False,False,
8300,1,Montral,QC,45.5395212,-73.6235649,3.5,8,24,True,full_bar,loud,,2.0,,True,no,True,,
16935,1,Henderson,NV,35.96546386,-115.1720965,3.5,7,110,True,full_bar,average,,2.0,,,yes,False,,
530,1,Pittsburgh,PA,40.439226,-80.0017249,3.0,6,4,False,none,average,casual,2.0,False,,,False,False,
10376,0,Las Vegas,NV,36.1591278,-115.211031,5.0,18,34,True,none,,,2.0,,,,,,
7852,1,Las Vegas,NV,36.2714828,-115.2606002,4.0,12,22,False,full_bar,average,casual,1.0,False,True,,False,,
11629,0,Edinburgh,EDH,55.9415287,-3.203578,3.5,6,42,True,none,,,2.0,,,,,,
2809,1,Pittsburgh,PA,40.464139,-79.9530141,3.5,11,8,False,full_bar,quiet,casual,2.0,True,True,,False,True,
13930,1,Clover,SC,35.1097984,-81.0425005,4.0,15,63,True,full_bar,average,casual,2.0,False,True,,True,False,
3319,1,Las Vegas,NV,36.13170799,-115.1913887,2.5,29,9,True,none,quiet,casual,1.0,True,False,,False,True,
7117,0,Phoenix,AZ,33.8442439,-112.1320682,2.5,3,19,True,none,average,casual,1.0,False,True,,False,False,
14701,1,Phoenix,AZ,33.488547,-112.076855,3.0,14,72,False,full_bar,loud,casual,2.0,False,True,,False,False,
7485,1,Pittsburgh,PA,40.493926,-80.0646919,4.0,4,21,True,none,very_loud,casual,1.0,False,False,,False,True,
14818,1,Las Vegas,NV,36.1551327,-115.334816,2.5,14,74,True,none,loud,casual,1.0,False,True,,False,True,
11035,0,Edinburgh,EDH,55.9268364,-3.2093552,4.5,6,38,True,none,,,2.0,,,,,,
19553,1,Las Vegas,NV,36.27137207,-115.262993,3.0,32,190,True,none,loud,casual,2.0,False,False,,True,False,
13089,0,Pittsburgh,PA,40.450111,-79.9858749,4.0,40,55,True,none,loud,casual,2.0,False,False,,False,False,
2092,0,Surprise,AZ,33.640277,-112.4218166,3.0,5,6,True,none,,,2.0,,,,False,,
9236,0,Champaign,IL,40.0995146,-88.2448139,3.0,16,28,True,none,,,1.0,,,,True,,
3810,1,Las Vegas,NV,36.2042,-115.244994,3.0,11,10,False,none,quiet,casual,1.0,True,True,,False,True,
18335,1,Scottsdale,AZ,33.583142,-111.926732,4.0,56,147,True,beer_and_wine,average,casual,1.0,False,True,,False,False,True
14008,1,Matthews,NC,35.12822746,-80.70243359,3.5,49,64,True,full_bar,average,casual,3.0,False,True,,False,False,
355,0,Scottsdale,AZ,33.630253,-111.94497,5.0,14,3,True,none,,,2.0,True,,,,,
17282,1,Madison,WI,43.07451699,-89.3899215,4.0,92,118,True,full_bar,average,casual,2.0,False,,,True,False,
17461,1,Phoenix,AZ,33.4738413,-112.0131473,4.5,50,122,True,none,quiet,casual,1.0,False,True,,False,False,
1415,1,Pittsburgh,PA,40.4358767,-79.92287,3.0,13,5,False,none,,casual,2.0,True,False,,False,,
17192,1,Las Vegas,NV,36.02818,-115.1149077,4.0,88,116,True,full_bar,average,casual,2.0,True,False,outdoor,True,True,
15727,0,Phoenix,AZ,33.3067372,-112.0537905,3.5,8,87,True,none,,,2.0,,,,,,
9505,1,Henderson,NV,36.041856,-115.099718,3.5,32,30,True,none,quiet,casual,1.0,True,True,,False,True,
3192,1,Laval,QC,45.5617046,-73.7461549,3.0,4,8,True,none,,casual,2.0,False,,,,,
9481,0,Las Vegas,NV,36.169971,-115.1427714,4.0,9,29,False,none,,,1.0,,,,,,
2370,1,Montal,QC,45.5206504,-73.5543287,3.0,8,7,True,full_bar,quiet,casual,2.0,False,True,,True,,
1641,0,Montral,QC,45.5098727,-73.5527003,4.0,7,5,True,none,,,3.0,,,,,,
89,1,El Mirage,AZ,33.6091527,-112.3187531,2.5,4,3,True,none,average,casual,1.0,False,True,,True,,
11156,1,Las Vegas,NV,36.1790447,-115.2422629,4.0,13,39,False,none,loud,casual,2.0,False,True,,True,,
5373,0,Phoenix,AZ,33.3771752,-112.045629,3.0,3,13,True,none,,,,,,,,,
11554,0,Chandler,AZ,33.3371994,-111.8764193,3.5,24,42,True,none,quiet,casual,1.0,False,True,,False,True,
17674,0,Glendale,AZ,33.6540058,-112.151166,4.5,7,127,True,none,,,1.0,,,,,,
4367,1,Montral,QC,45.5006283,-73.5580743,2.5,10,11,True,full_bar,very_loud,,2.0,,,no,True,,
7594,1,Glendale,AZ,33.63851,-112.22623,2.0,7,21,True,none,average,casual,1.0,False,,,False,,
14846,1,Charlotte,NC,35.22526116,-80.84309729,4.0,67,74,True,full_bar,quiet,dressy,4.0,False,False,,False,False,
15478,0,Phoenix,AZ,33.321342,-111.982554,3.5,17,83,False,none,,,1.0,,,,True,,
14439,1,Edinburgh,EDH,55.95326529,-3.207094156,4.5,36,69,True,full_bar,average,,3.0,,,no,False,,
5749,1,Laval,QC,45.5686446,-73.749678,3.5,14,15,True,full_bar,very_loud,casual,3.0,False,True,,False,False,
19143,1,Las Vegas,NV,36.129869,-115.274722,3.5,69,174,False,beer_and_wine,average,casual,2.0,True,True,,False,True,
4843,1,Phoenix,AZ,33.581831,-112.1270027,4.0,5,12,True,none,,casual,1.0,False,False,,True,,
10968,1,Madison,WI,43.071074,-89.4075932,4.0,9,38,True,none,loud,casual,1.0,False,True,,True,,
13713,1,Las Vegas,NV,36.262122,-115.153581,2.5,11,61,True,full_bar,loud,casual,2.0,False,False,,False,,
4696,1,Peoria,AZ,33.5696,-112.2476,5.0,10,12,True,none,quiet,casual,1.0,False,True,,False,False,
2841,0,Tolleson,AZ,33.4221725,-112.2721967,1.0,3,8,True,none,quiet,casual,2.0,True,True,,False,True,
9979,0,Las Vegas,NV,36.1448294,-115.2001599,1.5,8,32,True,none,,casual,,False,False,,False,False,
18205,1,Phoenix,AZ,33.4804921,-112.0221966,4.0,91,143,True,full_bar,quiet,dressy,3.0,False,True,,True,True,
19993,0,Chandler,AZ,33.2363123,-111.7899927,4.0,44,210,True,none,average,casual,1.0,False,False,,False,False,
11660,1,Middleton,WI,43.093505,-89.492176,2.5,23,43,True,none,average,casual,1.0,False,True,,True,False,
12557,1,Las Vegas,NV,36.137773,-115.065912,3.0,17,50,True,none,quiet,casual,1.0,False,False,,True,False,
17598,1,Las Vegas,NV,36.1455404,-115.3007591,3.5,49,125,False,full_bar,average,casual,2.0,,,,True,,
16121,0,Chandler,AZ,33.30202484,-111.8420258,2.5,55,94,False,none,,,2.0,,,,,,
2589,0,Montreal,QC,45.4798213,-73.5774698,4.0,6,7,True,none,average,casual,,,,,,,
4711,1,Chandler,AZ,33.3048389,-111.9490143,3.5,7,12,True,full_bar,quiet,casual,2.0,False,False,,False,True,
1624,0,Montral,QC,45.4927841,-73.5686776,3.5,5,5,True,none,,,2.0,,,,,,
5457,1,Mesa,AZ,33.415606,-111.8309278,4.5,9,14,True,none,average,casual,1.0,True,True,,True,True,
1369,1,North Las Vegas,NV,36.2628439,-115.1797927,3.0,4,5,False,none,quiet,casual,1.0,True,,,False,,
12089,1,Chandler,AZ,33.2614582,-111.8844394,3.0,27,46,False,none,average,casual,2.0,False,True,,True,,
14256,1,Las Vegas,NV,36.0979917,-115.2977607,4.5,21,67,True,none,quiet,casual,2.0,False,True,,False,True,
1243,1,Glendale,AZ,33.58140652,-112.1521867,2.0,6,5,True,none,average,casual,2.0,False,,,False,False,
11679,1,Phoenix,AZ,33.39627,-112.0735441,4.0,31,43,True,none,average,casual,1.0,False,False,,False,True,
10452,1,Pittsburgh,PA,40.4415866,-79.9587044,1.5,5,35,True,none,average,casual,1.0,False,False,,False,False,
10996,1,Edinburgh,EDH,55.9390668,-3.1946396,4.5,13,38,True,none,average,casual,1.0,True,False,,True,,
12647,0,Phoenix,AZ,33.4230605,-112.2379634,3.0,4,50,True,none,,,2.0,,,,,,
9493,1,Pittsburgh,PA,40.4269499,-80.0055595,3.5,56,30,True,none,average,casual,2.0,False,False,,False,True,
18558,1,Phoenix,AZ,33.459701,-112.0742455,3.0,90,154,False,full_bar,average,casual,2.0,False,True,outdoor,True,False,True
13402,0,Tempe,AZ,33.3494664,-111.949675,2.5,7,57,False,none,,,1.0,,,,,,
4083,0,Las Vegas,NV,36.041095,-115.120455,5.0,7,10,True,none,,,2.0,,,,False,,
11658,0,Montreal,QC,45.5363037,-73.6161048,4.5,27,43,True,none,average,casual,2.0,False,True,,False,False,
17897,0,Chandler,AZ,33.316916,-111.967074,4.0,15,133,True,none,,,2.0,,,,,,
13160,1,Edinburgh,EDH,55.947178,-3.1917091,4.0,27,55,True,full_bar,average,,1.0,,,outdoor,False,,
11720,1,Pittsburgh,PA,40.4286995,-79.9845951,4.0,18,43,True,full_bar,loud,,1.0,,,yes,False,,
7810,1,Waterloo,ON,43.47271886,-80.53792633,4.0,10,22,True,none,average,casual,1.0,False,True,,False,,
15184,1,Henderson,NV,36.0000616,-115.1061749,4.5,6,79,True,none,average,casual,1.0,False,False,,False,False,
2694,0,Pittsburgh,PA,40.45202532,-80.01201153,4.0,4,7,True,none,,,1.0,,,,,,
13462,1,Phoenix,AZ,33.711091,-112.1122766,4.0,27,58,True,beer_and_wine,average,casual,2.0,False,True,,True,False,
9962,1,North Las Vegas,NV,36.2576752,-115.2304131,2.0,14,32,True,none,average,casual,2.0,False,False,,False,False,
7498,1,Montreal,QC,45.4752435,-73.6232508,3.5,7,21,True,full_bar,average,casual,2.0,True,False,,True,True,
13804,0,Charlotte,NC,35.1480246,-80.8333203,3.0,45,61,True,none,,,3.0,False,,,,,
664,1,Montral,QC,45.5132397,-73.573119,4.0,13,4,False,full_bar,average,casual,2.0,False,False,,True,,
16978,1,Las Vegas,NV,36.158517,-115.2436154,3.5,18,111,True,full_bar,average,,1.0,,,yes,False,,
4964,0,Las Vegas,NV,36.126224,-115.219169,4.0,4,12,True,none,,,1.0,,,,,,
5329,0,Henderson,NV,36.0184471,-115.0878208,3.5,9,13,True,none,average,casual,1.0,,,,False,,
6720,1,Scottsdale,AZ,33.5047782,-111.9261807,2.5,14,18,False,none,average,casual,2.0,False,True,,False,False,
18737,1,Las Vegas,NV,36.1272588,-115.1658417,3.5,33,159,True,beer_and_wine,average,casual,2.0,False,,,False,,
15164,0,Las Vegas,NV,36.1223442,-115.2791323,4.0,16,78,False,none,,,1.0,,,,,,
13038,1,Las Vegas,NV,36.149751,-115.0762536,3.0,11,54,True,full_bar,loud,,2.0,,False,yes,False,,
5615,0,Madison,WI,43.0420146,-89.3939138,4.0,12,14,True,none,average,casual,1.0,,,,False,,
18719,0,Las Vegas,NV,36.167526,-115.138435,4.5,67,159,True,none,average,casual,2.0,False,True,,True,True,
2561,1,Montral,QC,45.5891369,-73.6355805,2.5,4,7,True,full_bar,,,3.0,,True,,True,,
5323,1,Pittsburgh,PA,40.450857,-80.0188513,1.0,4,13,True,none,,,1.0,False,,,,,
16918,1,Las Vegas,NV,36.11411601,-115.1149328,4.5,67,110,True,none,average,casual,1.0,False,True,,False,False,
14230,1,Indian Trail,NC,35.0781059,-80.6543354,3.5,42,67,True,beer_and_wine,average,casual,2.0,False,True,,False,True,
15258,1,Las Vegas,NV,36.0972977,-115.1013785,4.0,54,80,True,none,average,casual,1.0,True,False,,True,False,
787,1,Pittsburgh,PA,40.368626,-79.983,3.5,5,4,False,full_bar,,casual,2.0,False,False,,False,,
15376,1,Tempe,AZ,33.363644,-111.911042,4.5,9,82,True,none,quiet,casual,1.0,False,True,,False,False,
12309,1,Las Vegas,NV,36.16870558,-115.1448871,3.0,25,48,True,full_bar,average,casual,2.0,False,True,no,False,False,
19664,1,Mesa,AZ,33.3904462,-111.8553658,3.0,26,195,True,beer_and_wine,average,casual,1.0,False,True,,True,True,
12996,1,Mesa,AZ,33.3956207,-111.7882158,2.5,30,54,True,none,average,casual,1.0,False,True,,False,False,
6806,1,Pittsburgh,PA,40.4509479,-79.9338609,3.0,21,18,False,full_bar,,casual,2.0,False,False,yes,True,,False
1054,1,Phoenix,AZ,33.4965864,-112.1360889,3.5,3,4,True,none,,,1.0,,True,,False,,
7801,0,Anthem,AZ,33.8705209,-112.148602,2.5,9,22,True,none,average,casual,1.0,False,True,,True,False,
18285,0,Pittsburgh,PA,40.4285851,-79.9866264,3.5,127,145,False,full_bar,average,casual,2.0,False,False,,False,False,
152,1,Edinburgh,EDH,55.9465384,-3.214105865,4.5,6,3,True,none,quiet,casual,1.0,False,True,,False,,
18993,1,Tempe,AZ,33.3779734,-111.9062418,4.0,96,169,True,beer_and_wine,average,casual,2.0,False,True,,False,True,True
19624,1,Phoenix,AZ,33.6412984,-112.0063922,3.5,28,193,True,full_bar,average,casual,1.0,False,True,outdoor,True,False,False
19477,1,Tempe,AZ,33.4075498,-111.957916,2.0,53,188,True,none,quiet,casual,1.0,False,False,,False,False,True
7850,1,Phoenix,AZ,33.37821737,-112.1355512,2.0,6,22,True,none,average,casual,1.0,True,True,,False,False,
15971,0,Phoenix,AZ,33.4951559,-112.0629953,3.5,59,92,True,none,average,casual,2.0,False,True,,False,False,
12214,1,Pittsburgh,PA,40.4334602,-79.922885,2.5,45,47,True,full_bar,quiet,casual,2.0,False,False,,False,,
9912,1,Chandler,AZ,33.249132,-111.839583,2.0,44,32,True,none,average,casual,2.0,False,True,,True,True,
11751,0,Phoenix,AZ,33.403689,-111.981986,4.0,80,43,True,none,,,2.0,,,,,,
9437,0,Phoenix,AZ,33.5381392,-112.0631483,4.0,40,29,False,none,,,1.0,,,,True,,
17063,1,Las Vegas,NV,36.1948837,-115.1606906,4.0,36,113,True,none,loud,casual,1.0,False,,,False,,
6857,1,Las Vegas,NV,36.143945,-115.064099,3.5,10,18,True,none,,casual,2.0,True,False,,False,,
14458,0,Henderson,NV,36.067278,-115.037699,5.0,9,69,True,none,,,2.0,,,,,,
8371,0,El Mirage,AZ,33.5946862,-112.3239018,3.5,4,24,True,none,,,1.0,,,,,,
15610,0,Las Vegas,NV,36.1163525,-115.2948622,3.5,8,85,True,none,,,2.0,,,,,,
10972,1,Mesa,AZ,33.4503349,-111.7875664,3.5,10,38,True,none,average,casual,1.0,,True,,False,True,
3334,1,Las Vegas,NV,36.158189,-115.214682,4.0,5,9,False,none,average,casual,1.0,False,False,,True,True,
11189,0,Charlotte,NC,35.1348184,-80.9394982,5.0,8,39,True,none,,,2.0,,,,,,
15389,1,Peoria,AZ,33.7114452,-112.2731482,3.0,19,82,True,full_bar,average,casual,2.0,False,True,,False,False,
11418,0,Gilbert,AZ,33.2610094,-111.7567493,4.0,20,41,False,none,average,casual,1.0,False,True,,False,,
512,0,Charlotte,NC,35.147409,-80.745722,3.5,3,3,True,none,,,,,True,,,,
9217,1,Phoenix,AZ,33.494542,-112.031785,3.5,8,28,True,full_bar,average,,1.0,,,outdoor,True,,
4087,0,Tempe,AZ,33.3220031,-111.9297746,5.0,9,10,True,none,,,2.0,,,,,,
440,0,De Forest,WI,43.2408748,-89.3437217,4.0,3,3,True,none,,casual,,,,,False,,
15820,1,Scottsdale,AZ,33.4805306,-111.9285942,4.0,18,89,True,beer_and_wine,average,casual,1.0,False,True,,True,,
8693,1,Montreal,QC,45.5290834,-73.6368199,4.5,24,26,True,beer_and_wine,average,casual,2.0,False,False,,False,False,
4904,1,Savoy,IL,40.07064976,-88.24896812,2.5,3,12,True,none,,casual,1.0,False,True,,False,False,
15366,1,Las Vegas,NV,36.11289,-115.171282,3.5,18,82,True,full_bar,very_loud,casual,2.0,False,True,yes,True,False,
14927,1,Phoenix,AZ,33.4517763,-112.0766916,4.0,8,75,True,full_bar,loud,casual,2.0,False,True,,True,False,
7292,0,Phoenix,AZ,33.5224329,-112.0962964,3.5,8,20,True,none,loud,casual,1.0,False,True,,False,False,
3039,1,Montral,QC,45.5043278,-73.5795855,3.0,4,8,True,beer_and_wine,average,,2.0,,,,True,,
9556,1,Montreal,QC,45.5350241,-73.5824417,4.5,18,30,True,full_bar,average,casual,2.0,False,True,,False,False,
12573,1,Anthem,AZ,33.8431953,-112.1347619,4.0,55,50,False,full_bar,average,casual,2.0,False,True,,True,True,
14031,1,Las Vegas,NV,36.0765176,-115.1533426,3.5,28,64,True,none,,casual,2.0,False,,,False,,
11015,0,Pittsburgh,PA,40.45018,-79.985763,4.0,16,38,True,none,,,1.0,False,,,,,
18327,0,Charlotte,NC,35.337542,-80.7575899,3.5,10,146,True,none,,,2.0,,,,True,,
16746,1,Henderson,NV,36.0651562,-115.0450513,4.0,16,106,True,none,,casual,1.0,False,True,,True,True,
8844,0,Las Vegas,NV,36.117059,-115.192046,3.0,7,26,True,none,,,2.0,,,,False,,
801,0,Edinburgh,EDH,55.9479935,-3.1919828,4.5,10,4,True,none,,casual,1.0,False,False,,False,,
1259,1,Montral,QC,45.5028063,-73.5624501,4.5,5,5,True,none,quiet,casual,2.0,False,False,,False,False,
16133,0,Charlotte,NC,35.036336,-80.806711,3.0,5,94,True,none,,,2.0,,True,,,,
3717,0,Charlotte,NC,35.243569,-80.938286,3.5,3,9,True,none,,,1.0,,,,,,
12370,1,Las Vegas,NV,36.16118077,-115.3336107,3.0,31,48,True,none,average,casual,1.0,True,False,,True,True,
15064,1,Middleton,WI,43.096359,-89.513737,3.5,63,77,True,beer_and_wine,average,casual,2.0,False,False,,False,,
6792,1,Montral,QC,45.4975417,-73.5569242,4.0,16,18,True,full_bar,loud,dressy,3.0,False,True,,False,,
10431,0,Phoenix,AZ,33.4952412,-112.0992619,4.0,12,35,True,beer_and_wine,average,casual,2.0,False,False,,False,False,
14737,1,Champaign,IL,40.11754,-88.243073,3.0,34,73,True,full_bar,very_loud,casual,2.0,False,True,outdoor,True,,False
9338,1,Phoenix,AZ,33.597326,-112.038883,3.0,9,29,True,none,quiet,casual,1.0,False,False,,False,False,
12402,0,Phoenix,AZ,33.466978,-111.9959254,4.5,18,48,True,none,,,1.0,,,,,,
4906,0,Edinburgh,EDH,55.9430016,-3.184687,3.5,14,12,True,none,average,casual,1.0,False,,,True,,
11173,0,Pittsburgh,PA,40.380726,-80.044831,4.0,22,39,True,none,,,1.0,,,,,,
18008,1,Phoenix,AZ,33.48330786,-112.0750098,3.5,30,137,True,none,average,casual,1.0,False,True,,True,True,
14236,1,Phoenix,AZ,33.3067372,-112.0537905,4.0,21,67,False,full_bar,very_loud,casual,2.0,False,False,,True,False,
8566,1,Belmont,NC,35.2429243,-81.0368969,2.5,12,25,False,full_bar,loud,casual,3.0,,,,True,,
8955,1,Madison,WI,43.136087,-89.299369,3.0,10,27,True,none,average,casual,2.0,False,,,False,,
6772,1,Avondale,AZ,33.4654587,-112.3376083,4.0,22,18,True,beer_and_wine,average,casual,1.0,True,True,,False,,
19632,1,Chandler,AZ,33.2350265,-111.8569646,3.5,51,193,True,none,average,casual,1.0,False,True,,True,False,
3283,0,Casa Grande,AZ,32.939513,-111.755865,3.0,4,8,True,none,,,,,,,,,
1885,0,Montreal,QC,45.5142398,-73.5730066,4.0,8,6,False,none,very_loud,casual,1.0,,True,,False,,
13184,0,Avondale,AZ,33.4652764,-112.2782901,4.0,27,55,True,none,,,2.0,,,,True,,
7454,0,Henderson,NV,36.04273605,-115.0558243,3.5,3,20,True,none,,,3.0,,,,,,
8431,1,Pittsburgh,PA,40.4445979,-79.9488195,3.0,34,25,False,none,average,casual,1.0,False,True,,True,False,
11747,0,Las Vegas,NV,36.2490667,-115.2429424,2.0,4,43,True,none,,,2.0,,,,False,,
12172,0,Las Vegas,NV,36.11594439,-115.2945959,3.0,30,47,True,none,quiet,casual,1.0,True,False,,False,True,True
4917,1,Las Vegas,NV,36.11478772,-115.2159834,4.5,6,12,True,none,,casual,1.0,False,,,False,,
18841,1,Montral,QC,45.4830986,-73.57517991,4.5,207,163,True,full_bar,loud,casual,4.0,False,True,,True,False,
4094,0,Phoenix,AZ,33.67722,-112.029184,5.0,5,10,False,none,,,1.0,,,,,,
18759,1,Las Vegas,NV,36.241946,-115.234077,3.0,69,160,True,beer_and_wine,average,casual,2.0,False,True,,False,False,
17057,1,Charlotte,NC,35.136861,-80.903733,3.0,15,113,True,none,average,casual,1.0,False,True,,False,False,
3099,1,Montral,QC,45.5357922,-73.6166841,4.5,8,8,True,none,average,casual,2.0,False,,,,,
6216,1,Edinburgh,EDH,55.945522,-3.1902261,2.5,45,16,True,full_bar,average,casual,2.0,False,,outdoor,False,,
13946,1,Las Vegas,NV,36.2745551,-115.2689319,4.0,12,63,True,none,quiet,casual,1.0,True,False,,False,True,
13266,1,Queen Creek,AZ,33.2497757,-111.6344769,3.5,16,56,True,none,average,casual,1.0,False,True,,False,,
6598,1,Las Vegas,NV,36.089494,-115.138026,2.0,18,17,True,none,,casual,3.0,,,,False,,
10805,0,Phoenix,AZ,33.4447199,-112.076896,3.5,15,37,True,none,quiet,casual,1.0,False,,,False,False,
4480,0,Tempe,AZ,33.4215855,-111.9408399,1.5,3,11,False,none,average,,1.0,False,,,False,False,
7316,1,Madison,WI,43.0760775,-89.5184744,4.0,17,20,True,none,average,casual,1.0,False,True,,False,True,
12253,1,Las Vegas,NV,36.10177478,-115.2025862,3.0,6,47,True,full_bar,loud,,2.0,,,yes,False,,
2490,1,Montreal,QC,45.5098956,-73.5637931,2.5,6,7,True,none,,casual,1.0,False,True,,False,,
1947,1,Edinburgh,EDH,55.9450577,-3.1865445,4.0,37,6,True,none,,casual,1.0,True,True,,True,,True
294,0,Charlotte,NC,35.1685609,-80.874931,3.5,3,3,False,none,,casual,2.0,,False,,False,,
2050,0,Montral,QC,45.5289985,-73.5784645,4.5,6,6,True,none,,,,False,,,,,
1222,1,Mesa,AZ,33.4150154,-111.8058402,3.0,8,5,True,none,very_loud,casual,1.0,False,False,,False,,
12605,1,Scottsdale,AZ,33.491955,-111.925624,4.5,32,50,True,none,average,casual,1.0,False,True,,True,False,
9055,0,Las Vegas,NV,36.068267,-115.177063,4.5,4,27,True,none,,,1.0,,,,,,
3236,0,Charlotte,NC,35.2270869,-80.8431267,4.5,3,8,True,none,,,1.0,,,,,,
18349,1,Las Vegas,NV,36.10790446,-115.1727442,3.5,49,147,True,full_bar,loud,casual,1.0,False,True,,False,False,
6202,1,Edinburgh,EDH,55.9546472,-3.1974579,4.0,25,16,True,full_bar,loud,casual,3.0,False,True,,True,,
15545,1,Mesa,AZ,33.3789407,-111.6198044,2.5,24,84,True,full_bar,average,,2.0,,,yes,True,,
19316,1,Phoenix,AZ,33.6400245,-111.9780516,3.5,36,181,True,beer_and_wine,average,casual,1.0,False,False,,True,,
2935,0,Glendale,AZ,33.52709,-112.250446,3.5,6,8,True,none,quiet,casual,1.0,False,True,,False,,
5029,1,Pittsburgh,PA,40.4434471,-79.9969003,2.5,3,13,True,full_bar,average,casual,1.0,,True,yes,False,,
15393,1,Charlotte,NC,35.11737731,-80.85694727,4.5,72,82,True,full_bar,average,casual,2.0,False,True,,True,True,
7196,0,Pittsburgh,PA,40.489973,-80.018177,3.5,3,19,True,none,,,2.0,,,,,,
12903,1,Mesa,AZ,33.4069709,-111.8752165,3.5,19,53,True,none,quiet,casual,1.0,False,True,,False,False,
12621,1,Edinburgh,EDH,55.95796889,-3.206357112,4.5,18,50,True,full_bar,quiet,,2.0,,,no,False,,
6829,0,Surprise,AZ,33.6402375,-112.421939,1.5,4,18,True,none,,casual,1.0,True,False,,False,False,
19591,1,Gilbert,AZ,33.351375,-111.7549934,4.5,42,191,True,none,quiet,,1.0,,,outdoor,True,,
5725,0,Montreal,QC,45.5017935,-73.5598347,4.5,6,14,True,none,,,,,,,,,
11367,0,Montreal,QC,45.4791739,-73.5752824,4.5,3,40,True,none,,,,,True,,,,
11019,0,Mesa,AZ,33.4367737,-111.6856614,4.0,25,38,True,none,,,2.0,True,,,,,
9068,0,North Las Vegas,NV,36.218308,-115.1606878,3.5,4,27,True,none,,,,,,,,,
19532,1,Queen Creek,AZ,33.2880227,-111.6863001,3.0,43,189,False,full_bar,average,casual,2.0,False,,,True,False,
11591,1,Scottsdale,AZ,33.5005657,-111.9179241,4.0,5,42,False,none,,casual,1.0,False,False,,True,,
18639,0,Tempe,AZ,33.406625,-111.9085901,4.0,64,156,True,none,,,1.0,,,,,,
9893,1,Montreal,QC,45.5132741,-73.5709104,3.5,29,32,True,beer_and_wine,very_loud,casual,2.0,False,True,,True,False,
826,0,Madison,WI,43.0747393,-89.3813418,3.5,19,4,False,beer_and_wine,,casual,2.0,False,,,True,,
6204,1,Las Vegas,NV,36.175,-115.136389,3.5,19,16,True,none,average,casual,2.0,,False,,False,True,
1404,1,Charlotte,NC,35.209084,-80.857952,3.5,11,5,False,full_bar,,casual,1.0,False,False,,True,,
17012,1,Henderson,NV,36.0132614,-114.9600657,3.0,22,112,True,none,average,casual,1.0,True,False,,False,True,
9574,1,Spring Valley,NV,36.1270306,-115.2096939,3.0,15,30,False,none,average,casual,2.0,,,,False,,
18021,1,Las Vegas,NV,36.1566746,-115.2067556,3.5,14,138,True,full_bar,average,casual,2.0,False,,yes,False,False,
19904,1,Phoenix,AZ,33.55085452,-112.0580568,4.0,100,206,True,full_bar,average,casual,2.0,False,,,True,False,
12384,1,Goodyear,AZ,33.4572167,-112.3933903,4.0,13,48,True,none,quiet,,1.0,False,,,True,False,
18856,0,Tempe,AZ,33.4228487,-111.940543,4.5,31,163,True,none,,,1.0,,True,,,,
19795,1,Las Vegas,NV,36.13089,-115.198727,4.0,50,201,True,full_bar,average,,1.0,,False,yes,False,,
2338,1,Carefree,AZ,33.8000527,-111.928009,5.0,5,7,False,full_bar,quiet,dressy,4.0,False,True,,False,,
6459,1,Pittsburgh,PA,40.3892423,-80.0416231,4.0,28,17,False,full_bar,average,casual,3.0,False,False,,False,False,
5075,1,Phoenix,AZ,33.7977694,-111.9798909,2.5,9,13,True,none,,casual,1.0,False,True,,False,False,True
1090,0,Edinburgh,EDH,55.95573529,-3.185005188,3.5,7,4,False,none,,,2.0,,True,,,,
